MACRO_GENSPECIES,PHYLUM,CLAS,ORDR,FAMILY,SUBFAMILY,HBI_TOLERANCE,FEEDINGHAB,REFERENCE,CLASSIFIER,PREVNAMES,TOLNAME,NBI-P_TOLERANCE,NBI-N_TOLERANCE,MACRO_TSN
Undetermined Noteridae,ARTHROPODA,INSECTA,COLEOPTERA,Noteridae,,5,,,Coleoptera,,facultative,,,112606
Undetermined Odontoceridae,ARTHROPODA,INSECTA,TRICHOPTERA,Odontoceridae,,0,scr,83,Trichoptera,,intolerant,,,116496
Undetermined Oedicerotidae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Oedicerotidae,,5,c-g,17,Crustacea,,facultative,,,94489
Undetermined Oligochaeta,ANNELIDA,OLIGOCHAETA,,,,8,c-g,"18,83",Oligochaeta,,tolerant,,,68422
Undetermined Orthocladiinae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,c-g,124,Chironomidae,,facultative,,,128457
Undetermined Ostracoda,ARTHROPODA,CRUSTACEA,OSTRACODA,,,6,c-g,108,Crustacea,,facultative,,,84195
Undetermined Peltoperlidae,ARTHROPODA,INSECTA,PLECOPTERA,Peltoperlidae,,0,shr,"83,114",Plecoptera,,intolerant,,,102488
Undetermined Penaeidae,ARTHROPODA,CRUSTACEA,DECAPODA,Penaeidae,,6,c-g,48,Crustacea,,facultative,,,95602
Undetermined Perlidae,ARTHROPODA,INSECTA,PLECOPTERA,Perlidae,,3,prd,114,Plecoptera,,intolerant,5,7,102914
Undetermined Perlodidae,ARTHROPODA,INSECTA,PLECOPTERA,Perlodidae,,2,prd,"83,114",Plecoptera,Isogenus sp.,intolerant,,,102994
Undetermined Philopotamidae,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,4,c-f,125,Trichoptera,,intolerant,,,115257
Undetermined Phryganeidae,ARTHROPODA,INSECTA,TRICHOPTERA,Phryganeidae,,4,shr,125,Trichoptera,,intolerant,,,115867
Undetermined Physidae,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Physidae,,8,c-g,"83,60",Mollusca,,tolerant,,,76676
Undetermined Pisidiidae,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,c-f,83,Mollusca,,facultative,10,8,81388
Undetermined Planorbidae,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Planorbidae,,6,scr,"60,83",Mollusca,,facultative,,,76591
Undetermined Plecoptera,ARTHROPODA,INSECTA,PLECOPTERA,,,2,,83,Plecoptera,,intolerant,,,102467
Undetermined Pleuroceridae,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Pleuroceridae,,6,scr,"60,83",Mollusca,,facultative,,,71541
Undetermined Polycentropodidae,ARTHROPODA,INSECTA,TRICHOPTERA,Polycentropodidae,,6,prd,125,Trichoptera,,facultative,,,117043
Undetermined Polychaeta,ANNELIDA,POLYCHAETA,,,,6,c-g,83,Other,,facultative,,,64358
Undetermined Polydesmida,ARTHROPODA,DIPLOPODA,POLYDESMIDA,,,6,c-g,16,Other,,facultative,,,154416
Undetermined Polymitarcyidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Polymitarcyidae,,2,c-g,"83,24",Ephemeroptera,,intolerant,,,101569
Undetermined Potamanthidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Potamanthidae,,4,c-g,"83,73",Ephemeroptera,,intolerant,,,101509
Undetermined Prodiamesinae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Prodiamesinae,8,c-g,83,Chironomidae,,tolerant,,,128437
Undetermined Psephenidae,ARTHROPODA,INSECTA,COLEOPTERA,Psephenidae,,4,scr,"83,19",Coleoptera,,intolerant,,,114069
Undetermined Psychodidae,ARTHROPODA,INSECTA,DIPTERA,Psychodidae,,10,c-g,"83,117",Insects-other,,tolerant,,,125351
Undetermined Psychomyiidae,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,c-g,125,Trichoptera,,intolerant,,,115334
Undetermined Pteronarcidae,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,"83,114",Plecoptera,,intolerant,,,102470
Undetermined Ptilodactylidae,ARTHROPODA,INSECTA,COLEOPTERA,Ptilodactylidae,,3,shr,19,Coleoptera,,intolerant,,,114265
Undetermined Ptychopteridae,ARTHROPODA,INSECTA,DIPTERA,Ptychopteridae,,9,c-g,83,Insects-other,,tolerant,,,125763
Undetermined Pyralidae,ARTHROPODA,INSECTA,LEPIDOPTERA,Pyralidae,,5,scr,"83,66",Insects-other,,facultative,,,117641
Undetermined Rhyacophilidae,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,125,Trichoptera,,intolerant,,,115096
Undetermined Sabellidae,ANNELIDA,POLYCHAETA,SABELLIDAE,Sabellidae,,6,c-g,83,Other,,facultative,,,68076
Undetermined Scathophagidae,ARTHROPODA,INSECTA,DIPTERA,Scathophagidae,,6,shr,83,Insects-other,,facultative,,,678096
Undetermined Scirtidae,ARTHROPODA,INSECTA,COLEOPTERA,Scirtidae,,5,scr,83,Coleoptera,Undetermined Helodidae,facultative,,,113924
Undetermined Sialidae,ARTHROPODA,INSECTA,MEGALOPTERA,Sialidae,,4,prd,"83,37",Insects-other,,facultative,,,115001
Undetermined Simuliidae,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,5,c-f,"115,128",Insects-other,,facultative,,,126640
Undetermined Siphlonuridae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Siphlonuridae,,4,c-g,83,Ephemeroptera,,intolerant,,,100951
Undetermined Sisyridae,ARTHROPODA,INSECTA,NEUROPTERA,Sisyridae,,5,prd,37,Insects-other,,facultative,,,115085
Undetermined Stratiomyidae,ARTHROPODA,INSECTA,DIPTERA,Stratiomyidae,,7,c-g,83,Insects-other,,facultative,,,130150
Undetermined Syrphidae,ARTHROPODA,INSECTA,DIPTERA,Syrphidae,,10,c-g,83,Insects-other,,tolerant,,,139621
Undetermined Tabanidae,ARTHROPODA,INSECTA,DIPTERA,Tabanidae,,5,prd,"83,117",Insects-other,,facultative,,,130934
Undetermined Taeniopterygidae,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,114,Plecoptera,,intolerant,,,102788
Undetermined Talitridae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Talitridae,,8,c-g,17,Crustacea,,tolerant,,,95032
Undetermined Tanyderidae,ARTHROPODA,INSECTA,DIPTERA,Tanyderidae,,3,c-g,83,Insects-other,,intolerant,,,125799
Undetermined Tanypodinae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,7,prd,83,Chironomidae,,facultative,,,127994
Undetermined Tanytarsini,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,124,Chironomidae,,facultative,,,129872
Undetermined Tipulidae,ARTHROPODA,INSECTA,DIPTERA,Tipulidae,,4,shr,"83,25",Insects-other,,intolerant,,,118840
Undetermined Trichoptera,ARTHROPODA,INSECTA,TRICHOPTERA,,,3,,"98,125",Trichoptera,,intolerant,,,115095
Undetermined Turbellaria,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,,,6,c-g,62,Other,"Platyhelminthes, Undetermined Planariidae, Cura foremanii",facultative,8,6,53964
Undetermined Uenoidae,ARTHROPODA,INSECTA,TRICHOPTERA,Uenoidae,,3,scr,39,Trichoptera,,intolerant,,,568757
Undetermined Unionidae,MOLLUSCA,PELECYPODA,UNIONIDA,Unionidae,,6,c-f,"116,83,3",Mollusca,,facultative,,,79913
Undetermined Valvatidae,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Valvatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70345
Undetermined Viviparidae,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Viviparidae,,6,scr,"60,83",Mollusca,,facultative,,,70304
Unionicola sp.,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,prd,108,Other,,facultative,,,83073
Unionicola sp. 1,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,prd,108,Other,,facultative,,,83073
Unionicola sp. 2,ARTHROPODA,ARACHNOIDEA,,Unionicolidae,,6,prd,108,Other,,facultative,,,83073
Unniella multivirga,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,c-g,27,Chironomidae,Prodiamesa sp. 2,intolerant,,,129207
Unniella sp.l,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,c-g,27,Chironomidae,,intolerant,,,129206
Valvata lewisi,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Valvatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70359
Valvata piscinalis,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Valvatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70348
Valvata sincera,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Valvatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70349
Valvata sp.,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Vavatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70346
Valvata tricarinata,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Valvatidae,,8,scr,"60,83",Mollusca,,tolerant,,,70354
Vejdovskyella comata,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,intolerant,,,69010
Vejdovskyella intermedia,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,intolerant,,,69010
Vejdovskyella sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,intolerant,,,69009
Viviparus georgianus,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Viviparidae,,6,scr,"60,83",Mollusca,,facultative,,,70307
Viviparus sp.,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Viviparidae,,6,scr,"60,83",Mollusca,,facultative,,,70305
Wiedemannia sp.,ARTHROPODA,INSECTA,DIPTERA,Empididae,,6,prd,"83,117",Insects-other,,facultative,,,135920
Wormaldia sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Philopotamidae,,2,c-f,125,Trichoptera,,intolerant,,,115258
Xenochironomus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chrionominae,4,prd,88,Chironomidae,,intolerant,,,129837
Xenochironomus xenolabis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,prd,88,Chironomidae,,intolerant,,,129838
Xylotopus par,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,shr,"83,124",Chironomidae,,facultative,,,129209
Xylotopus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,shr,"83,124",Chironomidae,,facultative,,,129208
Zalutschia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,shr,99,Chironomidae,,intolerant,,,129213
Zalutschia zalutschicola,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,shr,99,Chironomidae,,intolerant,,,129227
Zavrelia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-f,124,Chironomidae,"Zavrelia sp., Constempellina sp. 1",intolerant,9,9,130038
Zavreliella marmorata,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,8,,,Chironomidae,,tolerant,,,189328
Zavreliella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,,36,Chironomidae,,facultative,,,130040
Zavrelimyia sinuosa,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,8,prd,90,Chironomidae,,tolerant,,,128262
Zavrelimyia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,8,prd,83,Chironomidae,,tolerant,,,128259
Zealeuctra sp.,ARTHROPODA,INSECTA,PLECOPTERA,Leuctridae,,0,shr,"83,114",Plecoptera,,intolerant,,,102900
